raw_csv_parameter_name,shape,direction,effect_range_yield_pct,shape_fold_consistency,direction_fold_consistency,evidence_label,reason,observed_x_min,observed_x_max
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg,complex_nonmonotonic,n/a,1.2451,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,44.583709,58.879377
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,complex_nonmonotonic,n/a,1.2451,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.41581,-0.761616
MEASURE_ET_R_f_hr_1,complex_nonmonotonic,n/a,1.2445,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,37.832487,50.853295
BRGM_ET_C100,complex_nonmonotonic,n/a,1.2441,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,379.906069,656.245302
MEASURE_ET_DC_SEC_Vp_10mA,complex_nonmonotonic,n/a,1.2415,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.519945,-0.758661
MEASURE_ET_DC_Stress_Vp_delta,complex_nonmonotonic,n/a,1.2413,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.390516,-0.747649
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg,complex_nonmonotonic,n/a,1.2403,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,65.919535,78.983626
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,U_shape,n/a,1.2401,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-17.414661,-7.340946
GATE1_Thickness1_Triple_E-beam_thickness,complex_nonmonotonic,n/a,1.238,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.380848,1.660263
BMETAL1_Height_Metal1_metal_thickness,complex_nonmonotonic,n/a,1.2367,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.84054,2.468237
MEASURE_ET_DC_RD_S12ang_18GHz,complex_nonmonotonic,n/a,1.236,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-32.150138,-18.822377
MEASURE_ET_Rsh_cat_c2,complex_nonmonotonic,n/a,1.2319,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,101.182158,133.132282
SIN_Thickness2_SiN_Thickness,monotonic,negative,1.2301,0/5,1/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 1/5 folds.,0.133654,0.166718
FIC_ET_R_f_tn_3,U_shape,n/a,1.2299,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,64.165384,77.969475
MEASURE_ET_C300FB,complex_nonmonotonic,n/a,1.2284,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.563566,1.10837
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_SD3p5,U_shape,n/a,1.2267,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,37.1491,48.006987
MEASURE_ET_RF_Modeling_S11ang_10GHz,complex_nonmonotonic,n/a,1.2262,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-17.876942,-6.852489
MEASURE_ET_DC_SEC_S_Ids_max,complex_nonmonotonic,n/a,1.2255,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,46.993416,58.311414
MEASURE_ET_R414,complex_nonmonotonic,n/a,1.2252,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,3.787145,14.422731
MEASURE_ET_DC_RD_S12dB_18GHz,complex_nonmonotonic,n/a,1.2219,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-31.824569,-17.612463
MEASURE_ET_DC_Diode_S11_dB_rev_9p5,complex_nonmonotonic,n/a,1.2217,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-17.427885,-7.938081
THIN_ET_R_f_hr_2,complex_nonmonotonic,n/a,1.2187,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,38.384718,49.655568
MEASURE_ET_sh_f_tn_23,U_shape,n/a,1.2131,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,41.811933,54.062163
MEASURE_ET_DC_RF_Gm_0,complex_nonmonotonic,n/a,1.2095,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,400.107566,658.347378
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm_SD3p5,complex_nonmonotonic,n/a,1.2095,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,23.955402,35.080208
MEASURE_ET_DC_SEC_X_Bin_FPSD3p2,U_shape,n/a,1.2094,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,48.51761,62.938244
TOPSIN_ET_HIRS,complex_nonmonotonic,n/a,1.2086,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,28.234786,39.415298
HIRS_M_Gauge_P_E_MoSi,inverted_U,n/a,1.2086,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,41.297984,53.630002
TOPSIN_ET_C100C175pf,complex_nonmonotonic,n/a,1.2061,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.511466,1.091096
STREETS_Height_Backside_metal_thickness,complex_nonmonotonic,n/a,1.2051,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,1.841211,2.476198
TOPSIN_ET_C100CapFICM1,inverted_U,n/a,1.2039,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.485777,1.157501
TOPSIN_ET_DC_PIV_Ids0_QP3,inverted_U,n/a,1.2017,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-0.586508,9.501081
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,complex_nonmonotonic,n/a,1.201,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,30.78784,42.350584
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,complex_nonmonotonic,n/a,1.2001,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,55.890593,70.259115
TOPSIN_ET_C175pf,U_shape,n/a,1.1984,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,29.358753,42.286057
THIN_ET_C300,inverted_U,n/a,1.1971,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.484054,1.100159
MEASURE_ET_RF_Modeling_S21_25G_Before,monotonic,positive,1.197,0/5,1/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 1/5 folds.,12.670967,17.494705
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg,monotonic,positive,1.1967,0/5,1/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 1/5 folds.,76.78754,93.478637
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,complex_nonmonotonic,n/a,1.1945,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,59.365552,71.887847
THIN_ET_R_660_HOR,complex_nonmonotonic,n/a,1.1926,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,20.230153,33.273673
MEASURE_ET_DC_SEC_Imax_7V,complex_nonmonotonic,n/a,1.1902,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,493.380797,843.635758
FIC_ET_G_per_6K,complex_nonmonotonic,n/a,1.1882,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,41.858721,54.50922
THIN_ET_Probe_Number,U_shape,n/a,1.1876,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.96751,5.235285
TOPSIN_ET_CapFICM1_0,complex_nonmonotonic,n/a,1.187,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.441178,1.071664
FIC_ET_R314,complex_nonmonotonic,n/a,1.1865,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,32.202094,46.189134
THIN_ET_C200_0,complex_nonmonotonic,n/a,1.1865,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.497713,1.186794
MEASURE_ET_Ran_con_1,U_shape,n/a,1.1821,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,17.010255,28.0015
TOPSIN_ET_Load_Pull_Pout_W_mm_last,complex_nonmonotonic,n/a,1.1815,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.687872,1.108045
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_SD3p5,U_shape,n/a,1.1758,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,36.290428,48.793584
MEASURE_ET_Ran_con_3_OW_CR,complex_nonmonotonic,n/a,1.1739,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,67.775942,87.190933
MEASURE_ET_C300M1B,complex_nonmonotonic,n/a,1.1695,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.544609,1.18466
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg,threshold,n/a,1.1686,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,91.485212,108.487507
MEASURE_ET_LT_SEC_Vd_Id_min_Vd8,complex_nonmonotonic,n/a,1.1679,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,37.079285,49.023871
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg,U_shape,n/a,1.1674,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,70.364279,84.174201
SIN_ThicknessGN2_RefractiveIndex,complex_nonmonotonic,n/a,1.1627,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.873114,2.030656
OHMIC_ET_Ran_con_2,complex_nonmonotonic,n/a,1.1568,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,45.444456,58.394285
MEASURE_ET_DC_RF_S12dB_26GHz_W,complex_nonmonotonic,n/a,1.1552,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-32.930815,-17.289622
TOPSIN_ET_OHMC,inverted_U,n/a,1.1545,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.482964,24.47556
THIN_ET_R_4000_VER,complex_nonmonotonic,n/a,1.1539,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,55.046035,67.503729
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_FPSD3p2,threshold,n/a,1.1526,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,42.935561,54.830244
MEASURE_ET_DC_RF2_Ft,inverted_U,n/a,1.1509,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,90.213289,109.453397
ANODE_ET_Ran_con_3,threshold,positive,1.1492,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,64.790863,79.40106
MEASURE_ET_Load_Pull_Pout_W_mm_last,U_shape,n/a,1.1459,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.698414,1.151239
THIN_ET_C20_0,complex_nonmonotonic,n/a,1.1452,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,3.635871,14.971013
THIN_ET_Vk,flat,n/a,1.1408,1/5,1/5,INCONCLUSIVE,Main-split shape is 'flat' -- no stable evidence.,39.414095,53.366201
MEASURE_ET_DC_RF_Vboff_ON,complex_nonmonotonic,n/a,1.1392,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,45.023791,60.36786
MEASURE_ET_Cap3pf_0,complex_nonmonotonic,n/a,1.1371,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.522792,1.089022
MEASURE_ET_i5021_3,complex_nonmonotonic,n/a,1.1345,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,51.656529,66.247349
MEASURE_ET_DC_RF_ids_m0p2_W,complex_nonmonotonic,n/a,1.1337,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,63.499248,76.051145
MEASURE_ET_DC_SEC_S_Vp_0p7_mA_mm,complex_nonmonotonic,n/a,1.1307,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.441496,-0.699384
MEASURE_ET_DC_Big_Vds_max_0p1mA,complex_nonmonotonic,n/a,1.1297,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,46.77016,60.575382
MEASURE_ET_DC_RF_Max_S11_Mag_L1002,complex_nonmonotonic,n/a,1.1286,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.201388,17.835026
MEASURE_ET_DC_RF_Id_gm_max_W,complex_nonmonotonic,n/a,1.1274,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,377.062872,665.723197
SIN_ET_DC_RF_Vds_max_0p1mA,complex_nonmonotonic,n/a,1.1243,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,25.203291,38.056111
MEASURE_ET_RF_Modeling_Mag_d,U_shape,n/a,1.1217,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.444916,17.741523
MEASURE_ET_RF_Modeling_Rs,inverted_U,n/a,1.1215,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,36.978866,49.068858
MEASURE_ET_Cap3pf,complex_nonmonotonic,n/a,1.1198,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.562189,1.035545
MEASURE_ET_DC_RD_MSG_35GHz,complex_nonmonotonic,n/a,1.1196,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,49.08564,62.181821
MEASURE_ET_DC_RF_CF_S21_Ph_L1002,complex_nonmonotonic,n/a,1.1194,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.043224,17.550569
MEASURE_ET_RF_Modeling_Vp_01_W,complex_nonmonotonic,n/a,1.1177,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.464509,-0.762937
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_SD3p5,U_shape,n/a,1.1153,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.375778,-0.734621
MEASURE_ET_R114,complex_nonmonotonic,n/a,1.1139,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,85.233567,102.848063
TOPSIN_ET_R_f_tn_2,complex_nonmonotonic,n/a,1.1113,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,78.320925,92.316901
MEASURE_ET_RF_Modeling_R_Gd,complex_nonmonotonic,n/a,1.1069,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,57.595214,70.974303
MEASURE_ET_C500pf,complex_nonmonotonic,n/a,1.1044,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,40.760575,54.922485
MEASURE_ET_RF_Modeling_Gm,complex_nonmonotonic,n/a,1.1029,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,398.79504,668.591357
FIC_ET_G_per_2p75K,complex_nonmonotonic,n/a,1.1016,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,4.578439,15.259673
FIC_ET_Rc_OG142,threshold,negative,1.0981,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.10556,0.299184
MEASURE_ET_DC_RD_Vg_Vbon_max,U_shape,n/a,1.0978,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,51.944169,65.644494
FIC_ET_FC_lin_4,complex_nonmonotonic,n/a,1.097,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,56.151704,69.858225
MEASURE_ET_DC_SEC_Ids_max_ON,complex_nonmonotonic,n/a,1.0963,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,13.802053,25.801474
MEASURE_ET_RF_Modeling_Mag_m,complex_nonmonotonic,n/a,1.0934,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.137277,17.611884
MEASURE_ET_DC_RF2_MAG_35GHz,complex_nonmonotonic,n/a,1.0926,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.70366,18.601181
FIC_ET_DC_RF_Vdg_max_0p1,U_shape,n/a,1.0907,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,44.994267,57.767352
MEASURE_ET_TF_AB_3,complex_nonmonotonic,n/a,1.0886,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,91.909305,108.859832
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second,complex_nonmonotonic,n/a,1.0877,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.369559,-0.720174
FIC_ET_R_f_hr_1,complex_nonmonotonic,n/a,1.0853,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,42.574325,57.008609
THIN_ET_DC_RF_Vt_gs,U_shape,n/a,1.0851,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,48.31174,59.805794
TOPSIN_ET_Vg_Vds_max,inverted_U,n/a,1.0837,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,46.281295,59.766149
MEASURE_ET_Ids_m2,complex_nonmonotonic,n/a,1.0829,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,55.221578,69.518541
MEASURE_ET_DC_RF_Freq_cut_L1002,inverted_U,n/a,1.0808,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,52.052043,65.686327
TOPSIN_ET_DC_RF_Vt_gd,monotonic,positive,1.0775,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,52.229108,65.238788
MEASURE_ET_Load_Pull_PhL_set,complex_nonmonotonic,n/a,1.0745,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,23.332003,34.838744
MEASURE_ET_DC_SEC_Vboff_1,complex_nonmonotonic,n/a,1.073,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,37.782048,50.457396
MEASURE_ET_Load_Pull_Pin_Cut,monotonic,positive,1.0635,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,44.125675,56.303587
SIN_ET_DC_RF_n_gs,complex_nonmonotonic,n/a,1.0582,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,15.291676,26.024259
SIN_ET_DC_PIV_Idss_QP1,complex_nonmonotonic,n/a,1.0536,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,256.7275,470.974188
BRGM_ET_i5021_1,complex_nonmonotonic,n/a,1.052,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,386.515883,662.305333
ANODE_ET_Ran_con_2,threshold,n/a,1.0488,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,73.276754,88.275943
FIC_ET_sh_f_hr_23,U_shape,n/a,1.0406,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,79.841125,94.69458
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd8,complex_nonmonotonic,n/a,1.0368,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,2.387645,11.840171
MEASURE_ET_Cap_USV,inverted_U,n/a,1.035,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.498459,1.106436
GATE2_CD_310nm_Gate_Leg_Length,inverted_U,n/a,1.0306,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.289225,0.333253
MEASURE_ET_DC_RD_S21dB_18GHz,complex_nonmonotonic,n/a,1.0215,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,11.863867,18.13415
MEASURE_ET_Load_Pull_GL_meas,complex_nonmonotonic,n/a,1.021,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,50.619398,65.442215
TOPSIN_ET_R_f_tn_3,complex_nonmonotonic,n/a,1.0194,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,6.061238,17.217705
MEASURE_ET_DC_Diode_S21_dB_forw,complex_nonmonotonic,n/a,1.0168,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.212585,17.747623
SIN_ET_DC_RF_Vboff,complex_nonmonotonic,n/a,1.0094,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,75.957587,89.98734
FIN_CD2_CD_etch_FIN,complex_nonmonotonic,n/a,1.0092,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.926714,1.064652
TOPSIN_ET_Load_Pull_GL_set,monotonic,positive,1.0081,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,48.005549,62.289877
ANODE_CD_Anode_CD_litho,complex_nonmonotonic,n/a,1.0076,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.852182,0.978225
MEASURE_ET_DC_RF_S21dB_10GHz,U_shape,n/a,1.0064,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,11.973335,18.270636
MEASURE_ET_RF_Modeling_MAG_25G_After,complex_nonmonotonic,n/a,1.0062,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.343799,17.861463
TOPSIN_ET_Load_Pull_ID_comp_Last_mA,U_shape,n/a,1.006,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,54.621032,67.981864
SIN_GATE_ET_TR_1F,complex_nonmonotonic,n/a,1.0037,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,71.785153,87.291199
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_SD3p5,complex_nonmonotonic,n/a,1.0034,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.489095,-0.719058
MEASURE_ET_DC_RD_Vbon_max,complex_nonmonotonic,n/a,0.9966,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,42.091916,54.296149
FIN_Etch_Soft_Bias,complex_nonmonotonic,n/a,0.9946,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,61.511321,91.684166
FIC_ET_Ig_mAmm_at_Vd_cond,inverted_U,n/a,0.9909,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,75.367119,90.978156
MEASURE_ET_C20,U_shape,n/a,0.9906,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,79.226755,96.437766
CHRE_CD_2_Channel_recess_CD_Etch,complex_nonmonotonic,n/a,0.9889,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.883776,1.051009
OHMIC_ET_Probe_Number,inverted_U,n/a,0.9859,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.968605,5.174159
BRGM_ET_Cap_C300,complex_nonmonotonic,n/a,0.9817,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,388.395342,684.778212
MEASURE_ET_Load_Pull_Vg,complex_nonmonotonic,n/a,0.9816,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,14.708618,25.729684
MEASURE_ET_DC_SEC_S_Ron_FPSD3p2,complex_nonmonotonic,n/a,0.9769,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.368522,12.737569
MEASURE_ET_RF_Modeling_Mag_i,complex_nonmonotonic,n/a,0.9735,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.647607,17.235276
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,U_shape,n/a,0.9694,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,2.613715,13.016033
FIC_ET_DC_RF_Vg_optt1,complex_nonmonotonic,n/a,0.9678,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,20.706455,32.756159
MEASURE_ET_DC_SEC_Vds_max_ON,complex_nonmonotonic,n/a,0.9662,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,40.872123,53.532896
EBCR2_CD_Gate_Leg_Length,complex_nonmonotonic,n/a,0.9653,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.143216,0.366201
MEASURE_ET_DC_RF_Vg_optt,complex_nonmonotonic,n/a,0.9648,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,45.249881,57.384005
MEASURE_ET_Load_Pull_Id_ord,complex_nonmonotonic,n/a,0.9597,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,91.458522,106.510762
MEASURE_ET_DC_SEC_Vgs_1V,inverted_U,n/a,0.9589,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,14.397921,27.556968
MEASURE_ET_Rsh_cat_c2_OW_ST,complex_nonmonotonic,n/a,0.9582,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,98.051402,132.99068
TOPSIN_ET_DC_SMALL_n_gs,complex_nonmonotonic,n/a,0.956,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,33.436935,48.989332
TOPSIN_ET_DC_RF_Vds_max_0p1,flat,n/a,0.9495,2/5,2/5,INCONCLUSIVE,Main-split shape is 'flat' -- no stable evidence.,79.413439,94.782433
THIN_ET_i5021_2,complex_nonmonotonic,n/a,0.9473,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,15.26031,26.253485
