raw_csv_parameter_name,relationship_class,direction,turning_point_1,turning_point_2,beneficial_range,harmful_range,effect_size_yield_pct,shape_fold_consistency,n_fold_curves_used,linear_cv_rmse,spline_cv_rmse,rmse_improvement_pct,linear_cv_r2,spline_cv_r2,folds_spline_better,nonlinear_advantage,evidence_label,reason,n_train_rows_used
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,FLAT,n/a,,,,,5.1309,1/5,5,1.9608,1.9097,2.602,0.2239,0.254,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_Cap20,FLAT,n/a,,,,,3.0753,0/5,5,2.2364,2.1925,1.96,0.0162,0.048,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RF_Vds_max_0p1mA,FLAT,n/a,,,,,2.7651,3/5,5,2.2376,2.1577,3.573,0.0081,0.0758,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,FLAT,n/a,,,,,2.6999,5/5,5,2.2003,2.2031,-0.125,0.0352,0.0325,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_DC_SMALL_Vbgs1,FLAT,n/a,,,,,2.5882,3/5,5,2.1677,2.1763,-0.398,0.0735,0.0648,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RD_Vboff_ON,FLAT,n/a,,,,,2.5777,3/5,5,2.2514,2.2321,0.857,0.0002,0.0144,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
OHMIC_Thickness_SiN_Thickness,FLAT,n/a,,,,,2.5466,4/5,5,2.2378,2.204,1.509,0.0155,0.045,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ThicknessGN_SiN_Thickness,FLAT,n/a,,,,,2.4701,4/5,5,2.2372,2.2202,0.757,0.0144,0.0294,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_C100CapFICM1,FLAT,n/a,,,,,2.4321,4/5,5,2.259,2.0933,7.334,-0.0032,0.1244,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_RF_Modeling_Mag_m,FLAT,n/a,,,,,2.2805,3/5,5,2.2479,2.2411,0.301,0.0046,0.012,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_DC_RF_Vg_max_Vd_0p1,FLAT,n/a,,,,,2.1232,3/5,5,2.2083,2.2069,0.063,0.0411,0.0424,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_sh_GA142,FLAT,n/a,,,,,2.114,5/5,5,2.2642,2.2368,1.212,-0.0138,0.0061,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos,FLAT,n/a,,,,,2.1064,2/5,5,2.2114,2.2139,-0.116,0.0368,0.0345,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
ANODE_ET_Ran_con_2_OW_CR,FLAT,n/a,,,,,2.0788,3/5,5,2.2472,2.2373,0.439,0.0041,0.0111,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_GATE_ET_Ran_con_1,FLAT,n/a,,,,,2.044,5/5,5,2.2215,2.2276,-0.276,0.0223,0.0168,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Load_Pull_PhL_set,FLAT,n/a,,,,,2.0146,5/5,5,2.25,2.2649,-0.665,0.0003,-0.0153,1/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
OHMIC_ET_R214,FLAT,n/a,,,,,1.9847,5/5,5,2.2458,2.2275,0.818,0.0069,0.0228,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_SD3p5,FLAT,n/a,,,,,1.9521,2/5,5,2.2467,2.2136,1.475,0.004,0.0314,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Cap_C300FB,FLAT,n/a,,,,,1.9168,5/5,5,2.2559,2.232,1.059,-0.0016,0.014,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_DC_SMALL_Vbin_gs,FLAT,n/a,,,,,1.8842,5/5,5,2.1873,2.1899,-0.115,0.0545,0.0508,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Load_Pull_P.A.E_Last,FLAT,n/a,,,,,1.8773,2/5,5,2.1936,2.1967,-0.14,0.0517,0.047,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_C100CapUSV,FLAT,n/a,,,,,1.8647,4/5,5,2.2529,2.2226,1.345,0.0008,0.0319,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_GATE_ET_Ran_con_2,FLAT,n/a,,,,,1.8496,4/5,5,2.2304,2.2346,-0.192,0.0198,0.015,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_C100C385pf,FLAT,n/a,,,,,1.8346,3/5,5,2.2554,2.2378,0.779,-0.0013,0.0156,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Rsh_an_ct2_OW_CR,FLAT,n/a,,,,,1.819,3/5,5,2.2551,2.2401,0.664,-0.0022,0.01,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_ET_DC_RF_Vg_max_Vd_0p1mA,FLAT,n/a,,,,,1.8174,3/5,5,2.2278,2.2248,0.137,0.0205,0.0232,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_C100C450pf,FLAT,n/a,,,,,1.8067,5/5,5,2.2453,2.2203,1.114,0.0077,0.0302,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
ANODE_ET_C_AN_2_OW_CR,FLAT,n/a,,,,,1.7912,5/5,5,2.2377,2.2411,-0.151,0.013,0.0099,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_FPSD3p2,FLAT,n/a,,,,,1.7911,4/5,5,2.25,2.2374,0.564,-0.0027,0.009,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_ET_DC_RF_Vt_gs,FLAT,n/a,,,,,1.7717,3/5,5,2.1997,2.2063,-0.3,0.0451,0.0382,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_G2_per_6K,FLAT,n/a,,,,,1.7616,5/5,5,2.235,2.2407,-0.256,0.0118,0.0064,1/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Ids_max_norm_SD3p5,FLAT,n/a,,,,,1.7388,5/5,5,2.2471,2.233,0.625,0.0012,0.0146,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_C200_0,FLAT,n/a,,,,,1.7261,3/5,5,2.255,2.2063,2.16,-0.0018,0.0436,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Rc_f_hr_23,FLAT,n/a,,,,,1.7242,5/5,5,2.2263,2.2072,0.859,0.0218,0.0395,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Load_Pull_Id_ini,FLAT,n/a,,,,,1.7159,2/5,5,2.2405,2.2177,1.015,0.0117,0.0266,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Rcat_cn_1,FLAT,n/a,,,,,1.7144,5/5,5,2.2133,2.2111,0.098,0.0333,0.0361,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_FPSD3p2,FLAT,n/a,,,,,1.6847,3/5,5,2.2416,2.2291,0.56,0.0087,0.0193,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RF_CF_S21_Ph_L1002,FLAT,n/a,,,,,1.682,5/5,5,2.2454,2.2254,0.891,0.0075,0.0267,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_R_f_tn_3,FLAT,n/a,,,,,1.672,4/5,5,2.2238,2.2285,-0.208,0.0239,0.0209,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_Big_Ft,FLAT,n/a,,,,,1.6707,5/5,5,2.2456,2.2465,-0.041,0.0067,0.0029,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Load_Pull_Pout_Last,FLAT,n/a,,,,,1.6676,4/5,5,2.2455,2.2374,0.358,0.0064,0.0138,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,FLAT,n/a,,,,,1.6511,3/5,5,2.248,2.2384,0.427,-0.0017,0.0072,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TFRP_ET_TF_AB_3,FLAT,n/a,,,,,1.6459,5/5,5,2.2213,2.2218,-0.021,0.0297,0.0283,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_Vgs_1V,FLAT,n/a,,,,,1.644,5/5,5,2.2493,2.238,0.502,0.0049,0.016,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_Stress_Vg_max_Ig_before,FLAT,n/a,,,,,1.6345,4/5,5,2.2515,2.2321,0.864,0.0012,0.0175,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm,FLAT,n/a,,,,,1.6308,5/5,5,2.2592,2.2358,1.039,-0.0078,0.0119,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_FPSD3p2,FLAT,n/a,,,,,1.6175,4/5,5,2.2205,2.2188,0.08,0.0254,0.0272,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,FLAT,n/a,,,,,1.6126,3/5,5,2.2605,2.2639,-0.148,-0.0072,-0.0128,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_sh_f_tn_23,FLAT,n/a,,,,,1.6048,1/5,5,2.2382,2.2394,-0.053,0.0146,0.0124,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_RF_Modeling_L_Gg,FLAT,n/a,,,,,1.5969,0/5,5,2.2296,2.2219,0.347,0.0207,0.028,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
CHRE_CD_2_Channel_recess_CD_Etch,FLAT,n/a,,,,,1.5876,4/5,5,2.2524,2.2485,0.172,0.0015,0.0048,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_Vgs_0p5V,FLAT,n/a,,,,,1.5834,4/5,5,2.2078,2.2181,-0.466,0.043,0.0331,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_DC_RF_Vt_gd,FLAT,n/a,,,,,1.5831,5/5,5,2.2031,2.2086,-0.25,0.0462,0.0426,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_Diode_S21_dB_forw_9p5,FLAT,n/a,,,,,1.5813,5/5,5,2.2422,2.2403,0.088,0.0079,0.0097,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos,FLAT,n/a,,,,,1.5705,5/5,5,2.2176,2.2222,-0.207,0.0276,0.0241,1/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_R_f_hr_2,FLAT,n/a,,,,,1.5688,4/5,5,2.2397,2.2362,0.157,0.0096,0.013,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_KLV_F_AB_4u,FLAT,n/a,,,,,1.5534,3/5,5,2.2498,2.2591,-0.412,0.0023,-0.0047,1/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_Load_Pull_GL_set,FLAT,n/a,,,,,1.5481,5/5,5,2.2403,2.2438,-0.155,0.0091,0.0063,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_Thickness_RefractiveIndex,FLAT,n/a,,,,,1.5314,5/5,5,2.2406,2.2422,-0.073,0.0106,0.0091,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd8,FLAT,n/a,,,,,1.5019,4/5,5,2.2279,2.2338,-0.265,0.022,0.0144,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_DC_RF_Vg_optt2,FLAT,n/a,,,,,1.4986,5/5,5,2.2556,2.2411,0.644,-0.0028,0.011,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_ET_DC_RF_n_gd,FLAT,n/a,,,,,1.494,3/5,5,2.2493,2.2328,0.73,0.0016,0.0167,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Bin,FLAT,n/a,,,,,1.4912,5/5,5,2.245,2.2408,0.187,0.0073,0.011,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_Load_Pull_Pin_Cut,FLAT,n/a,,,,,1.4876,3/5,5,2.2451,2.2453,-0.011,0.0046,0.0043,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_C100USV_Cappf,FLAT,n/a,,,,,1.4841,5/5,5,2.2503,2.2141,1.609,0.0027,0.0349,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_DC_PIV_Ids0_QP2,FLAT,n/a,,,,,1.4819,1/5,5,2.2441,2.2428,0.056,0.0086,0.0089,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_Load_Pull_GL_meas,FLAT,n/a,,,,,1.4771,4/5,5,2.2473,2.2244,1.021,0.0053,0.0271,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RF_Vg_Vbon_min,FLAT,n/a,,,,,1.4738,5/5,5,2.2497,2.2347,0.668,0.0053,0.0176,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_RF_Modeling_S12ang_10GHz,FLAT,n/a,,,,,1.4421,4/5,5,2.2538,2.1648,3.946,-0.0042,0.053,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_i5021_2,FLAT,n/a,,,,,1.4414,5/5,5,2.2582,2.258,0.009,-0.0046,-0.004,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_R_f_hr_1,FLAT,n/a,,,,,1.4383,5/5,5,2.2229,2.2243,-0.063,0.0279,0.0268,1/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_Stress_Ig_max_before,FLAT,n/a,,,,,1.4335,4/5,5,2.2565,2.2652,-0.385,-0.0047,-0.0126,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,FLAT,n/a,,,,,1.4318,3/5,5,2.2277,2.2279,-0.009,0.0228,0.0233,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_RF_Modeling_Rs,INVERTED_U,n/a,40.643612,,40.97 to 44.51,44.73 to 46.94,1.4307,0/5,5,2.26,2.2668,-0.301,-0.0075,-0.0223,3/5,False,INCONCLUSIVE,Shape reproduced in only 0/5 fold curves and out-of-fold R^2 is non-positive (-0.0223).,1200
TOPSIN_ET_R414,FLAT,n/a,,,,,1.4238,3/5,5,2.2451,2.2112,1.506,0.0057,0.0339,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_RF_Modeling_S21_19G_After,FLAT,n/a,,,,,1.4222,3/5,5,2.2307,2.2139,0.752,0.0199,0.0361,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_SD3p5,FLAT,n/a,,,,,1.4218,5/5,5,2.247,2.246,0.045,0.0043,0.0055,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RF_Max_S11_Mag_L1018,FLAT,n/a,,,,,1.417,3/5,5,2.2214,2.2317,-0.464,0.0254,0.0138,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg,FLAT,n/a,,,,,1.4021,5/5,5,2.2296,2.2339,-0.19,0.022,0.0182,0/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_i5021_2,FLAT,n/a,,,,,1.4006,5/5,5,2.2442,2.2298,0.642,0.0065,0.0187,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,FLAT,n/a,,,,,1.3965,1/5,5,2.2232,2.2143,0.397,0.0291,0.0372,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
VIA_GaN_Height_Ni_height,FLAT,n/a,,,,,1.3911,3/5,5,2.2481,2.2443,0.17,0.0037,0.0058,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_Diode_S11_dB_rev_9p5,SATURATION,positive,-8.602381,,-14.09 to -9.9,-16.09 to -14.29,1.3879,1/5,5,2.2633,2.2537,0.426,-0.0103,-0.007,3/5,False,INCONCLUSIVE,Shape reproduced in only 1/5 fold curves and out-of-fold R^2 is non-positive (-0.0070).,1200
TOPSIN_ET_DC_RF_Vt_gs,FLAT,n/a,,,,,1.3737,4/5,5,2.2321,2.2347,-0.118,0.0181,0.0152,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos,FLAT,n/a,,,,,1.3713,4/5,5,2.2541,2.2546,-0.022,-0.0037,-0.007,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg,FLAT,n/a,,,,,1.3563,4/5,5,2.2448,2.2378,0.314,0.007,0.0123,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_DC_RF_Vbin_gs,FLAT,n/a,,,,,1.3534,5/5,5,2.2025,2.0907,5.072,0.04,0.1243,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
ANODE_ET_Rsh_an_ct2,FLAT,n/a,,,,,1.3492,4/5,5,2.2361,2.2223,0.619,0.0154,0.0282,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RD_Id_Vbon_min,FLAT,n/a,,,,,1.3457,4/5,5,2.2416,2.2454,-0.171,0.0058,0.0032,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_C100C300pf,FLAT,n/a,,,,,1.3413,4/5,5,2.2432,2.2247,0.827,0.0103,0.0269,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RF_Vbin_gs,FLAT,n/a,,,,,1.333,5/5,5,2.1844,2.0672,5.365,0.0559,0.143,5/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_SD3p5,FLAT,n/a,,,,,1.331,5/5,5,2.2487,2.2488,-0.004,0.0026,0.0027,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_DC_RF_Vds_max_0p1,FLAT,n/a,,,,,1.3283,5/5,5,2.2592,2.2485,0.477,-0.0099,-0.0015,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_Vp_10mA,FLAT,n/a,,,,,1.3276,2/5,5,2.2567,2.2399,0.744,-0.005,0.0092,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_C300pf,FLAT,n/a,,,,,1.3112,5/5,5,2.2609,2.2272,1.489,-0.0066,0.0207,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_LT_SEC_Vbgd1_Vd8,FLAT,n/a,,,,,1.3083,2/5,5,2.2387,2.2189,0.882,0.0116,0.0269,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_FPSD3p2,FLAT,n/a,,,,,1.3079,4/5,5,2.2408,2.239,0.082,0.0104,0.0115,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_C300,FLAT,n/a,,,,,1.3033,3/5,5,2.2526,2.2286,1.063,0.001,0.023,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_FPSD3p2,FLAT,n/a,,,,,1.3013,5/5,5,2.2459,2.251,-0.226,0.0042,-0.0001,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_DC_RF_Ids_m0p2,FLAT,n/a,,,,,1.3002,3/5,5,2.2234,2.2249,-0.065,0.0217,0.0201,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_Cap1pf_0,FLAT,n/a,,,,,1.2976,5/5,5,2.2442,2.2306,0.606,0.0082,0.0212,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_SD3p5,FLAT,n/a,,,,,1.2915,3/5,5,2.2333,2.2422,-0.396,0.0169,0.0084,0/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_Measure3GN_Thickness_after_etchback,FLAT,n/a,,,,,1.288,4/5,5,2.2628,2.2572,0.249,-0.0086,-0.006,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_DC_SMALL_Vg_max_Vd_0p1,FLAT,n/a,,,,,1.2872,5/5,5,2.2717,2.2632,0.374,-0.0194,-0.0124,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TANR_M_Gauge_P_E_TaN,FLAT,n/a,,,,,1.2816,5/5,5,2.2465,2.2351,0.506,0.0066,0.0159,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_SD3p5,FLAT,n/a,,,,,1.2814,3/5,5,2.2471,2.2305,0.739,0.0043,0.019,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_DC_RF_Vds_max_0p1mA,FLAT,n/a,,,,,1.2739,4/5,5,2.2275,2.2268,0.031,0.023,0.0239,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_Vp_1mA,THRESHOLD,positive,-1.063495,,-1.05 to -0.9154,-1.292 to -1.063,1.2674,1/5,5,2.2536,2.257,-0.148,-0.0025,-0.0045,1/5,False,INCONCLUSIVE,Shape reproduced in only 1/5 fold curves and out-of-fold R^2 is non-positive (-0.0045).,1200
MEASURE_ET_RF_Modeling_Rgd,FLAT,n/a,,,,,1.2672,3/5,5,2.2447,2.2464,-0.074,0.0084,0.0061,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_Load_Pull_Pout_W_mm_last,FLAT,n/a,,,,,1.2658,3/5,5,2.2396,2.2202,0.866,0.0114,0.0288,5/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_DC_PIV_Ids1_QP2,FLAT,n/a,,,,,1.2557,4/5,5,2.2466,2.2376,0.401,0.0064,0.0151,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_Diode_Rs,FLAT,n/a,,,,,1.2523,4/5,5,2.2597,2.2488,0.485,-0.0066,0.0024,4/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
FIC_ET_G2_per_6K,FLAT,n/a,,,,,1.2433,3/5,5,2.2459,2.2415,0.197,0.0039,0.0073,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_R_f_tn_3,FLAT,n/a,,,,,1.2403,5/5,5,2.2523,2.2219,1.352,-0.0007,0.0248,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_SEC_X_Ron_FPSD3p2,FLAT,n/a,,,,,1.2374,5/5,5,2.2738,2.2389,1.531,-0.0206,0.0136,4/5,True,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
MEASURE_ET_DC_RD_S21ang_18GHz,FLAT,n/a,,,,,1.2372,3/5,5,2.2489,2.2461,0.125,0.0032,0.0031,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
SIN_ThicknessGN2_SiN_Thickness,FLAT,n/a,,,,,1.1996,5/5,5,2.2489,2.2465,0.106,0.0046,0.0064,2/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
THIN_ET_Vk,FLAT,n/a,,,,,1.1961,4/5,5,2.2438,2.2418,0.089,0.0047,0.0057,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
TOPSIN_ET_DC_SMALL_Vg_optt,FLAT,n/a,,,,,1.1951,5/5,5,2.2254,2.2191,0.281,0.0219,0.0256,3/5,False,INCONCLUSIVE,Shape='FLAT' or too few usable fold curves (5).,1200
