feature_name,source_type,present_in_original_csv,source_columns,modeling_status,exclusion_reason,feature_family,correlation_cluster_id,correlation_cluster_size
STAGE_STD_R_f_tn_3,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_tn_3; THIN_ET_R_f_tn_3; TOPSIN_ET_R_f_tn_3,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_R114,"engineered feature (derived, cross-stage)",no,FIC_ET_R114; OHMIC_ET_R114; THIN_ET_R114; TOPSIN_ET_R114,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_STD_R114,"engineered feature (derived, cross-stage)",no,FIC_ET_R114; OHMIC_ET_R114; THIN_ET_R114; TOPSIN_ET_R114,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_RANGE_R214,"engineered feature (derived, cross-stage)",no,FIC_ET_R214; OHMIC_ET_R214; THIN_ET_R214; TOPSIN_ET_R214,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_STD_R214,"engineered feature (derived, cross-stage)",no,FIC_ET_R214; OHMIC_ET_R214; THIN_ET_R214; TOPSIN_ET_R214,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_RANGE_R314,"engineered feature (derived, cross-stage)",no,FIC_ET_R314; OHMIC_ET_R314; THIN_ET_R314; TOPSIN_ET_R314,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_STD_R314,"engineered feature (derived, cross-stage)",no,FIC_ET_R314; OHMIC_ET_R314; THIN_ET_R314; TOPSIN_ET_R314,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_RANGE_Rc_f_hr_23,"engineered feature (derived, cross-stage)",no,FIC_ET_Rc_f_hr_23; THIN_ET_Rc_f_hr_23; TOPSIN_ET_Rc_f_hr_23,included,,FIC+THIN+TOPSIN,,
STAGE_STD_Rc_f_hr_23,"engineered feature (derived, cross-stage)",no,FIC_ET_Rc_f_hr_23; THIN_ET_Rc_f_hr_23; TOPSIN_ET_Rc_f_hr_23,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_Rc_f_tn_23,"engineered feature (derived, cross-stage)",no,FIC_ET_Rc_f_tn_23; THIN_ET_Rc_f_tn_23; TOPSIN_ET_Rc_f_tn_23,included,,FIC+THIN+TOPSIN,,
STAGE_STD_Rc_f_tn_23,"engineered feature (derived, cross-stage)",no,FIC_ET_Rc_f_tn_23; THIN_ET_Rc_f_tn_23; TOPSIN_ET_Rc_f_tn_23,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_Rc_OG142,"engineered feature (derived, cross-stage)",no,FIC_ET_Rc_OG142; OHMIC_ET_Rc_OG142; THIN_ET_Rc_OG142,included,,FIC+OHMIC+THIN,,
STAGE_STD_Rc_OG142,"engineered feature (derived, cross-stage)",no,FIC_ET_Rc_OG142; OHMIC_ET_Rc_OG142; THIN_ET_Rc_OG142,included,,FIC+OHMIC+THIN,,
STAGE_RANGE_sh_f_hr_23,"engineered feature (derived, cross-stage)",no,FIC_ET_sh_f_hr_23; THIN_ET_sh_f_hr_23; TOPSIN_ET_sh_f_hr_23,included,,FIC+THIN+TOPSIN,,
STAGE_STD_sh_f_hr_23,"engineered feature (derived, cross-stage)",no,FIC_ET_sh_f_hr_23; THIN_ET_sh_f_hr_23; TOPSIN_ET_sh_f_hr_23,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_sh_f_tn_23,"engineered feature (derived, cross-stage)",no,FIC_ET_sh_f_tn_23; THIN_ET_sh_f_tn_23; TOPSIN_ET_sh_f_tn_23,included,,FIC+THIN+TOPSIN,,
STAGE_STD_sh_f_tn_23,"engineered feature (derived, cross-stage)",no,FIC_ET_sh_f_tn_23; THIN_ET_sh_f_tn_23; TOPSIN_ET_sh_f_tn_23,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_sh_GA142,"engineered feature (derived, cross-stage)",no,FIC_ET_sh_GA142; OHMIC_ET_sh_GA142; THIN_ET_sh_GA142,included,,FIC+OHMIC+THIN,,
STAGE_STD_sh_GA142,"engineered feature (derived, cross-stage)",no,FIC_ET_sh_GA142; OHMIC_ET_sh_GA142; THIN_ET_sh_GA142,included,,FIC+OHMIC+THIN,,
STAGE_RANGE_TANR,"engineered feature (derived, cross-stage)",no,FIC_ET_TANR; THIN_ET_TANR; TOPSIN_ET_TANR,included,,FIC+THIN+TOPSIN,,
STAGE_STD_TANR,"engineered feature (derived, cross-stage)",no,FIC_ET_TANR; THIN_ET_TANR; TOPSIN_ET_TANR,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_Vdg_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vdg_max; TOPSIN_ET_Vdg_max,included,,FIC+TOPSIN,,
STAGE_STD_Vdg_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vdg_max; TOPSIN_ET_Vdg_max,included,,FIC+TOPSIN,,
STAGE_DELTA_Vdg_max_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Vdg_max; TOPSIN_ET_Vdg_max,included,,FIC+TOPSIN,,
STAGE_RANGE_Vds_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vds_max; TOPSIN_ET_Vds_max,included,,FIC+TOPSIN,,
STAGE_STD_Vds_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vds_max; TOPSIN_ET_Vds_max,included,,FIC+TOPSIN,,
STAGE_DELTA_Vds_max_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Vds_max; TOPSIN_ET_Vds_max,included,,FIC+TOPSIN,,
STAGE_RANGE_Vg_gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vg_gm_max; TOPSIN_ET_Vg_gm_max,included,,FIC+TOPSIN,,
STAGE_STD_Vg_gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vg_gm_max; TOPSIN_ET_Vg_gm_max,included,,FIC+TOPSIN,,
STAGE_DELTA_Vg_gm_max_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Vg_gm_max; TOPSIN_ET_Vg_gm_max,included,,FIC+TOPSIN,,
STAGE_RANGE_Vg_Vds_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vg_Vds_max; TOPSIN_ET_Vg_Vds_max,included,,FIC+TOPSIN,,
STAGE_STD_Vg_Vds_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Vg_Vds_max; TOPSIN_ET_Vg_Vds_max,included,,FIC+TOPSIN,,
STAGE_DELTA_Vg_Vds_max_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Vg_Vds_max; TOPSIN_ET_Vg_Vds_max,included,,FIC+TOPSIN,,
STAGE_RANGE_Vp_1,"engineered feature (derived, cross-stage)",no,FIC_ET_Vp_1; TOPSIN_ET_Vp_1,included,,FIC+TOPSIN,,
STAGE_STD_Vp_1,"engineered feature (derived, cross-stage)",no,FIC_ET_Vp_1; TOPSIN_ET_Vp_1,included,,FIC+TOPSIN,,
STAGE_DELTA_Vp_1_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Vp_1; TOPSIN_ET_Vp_1,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Drain_Lag_0,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Drain_Lag_0; TOPSIN_ET_DC_PIV_Drain_Lag_0,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Drain_Lag_0,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Drain_Lag_0; TOPSIN_ET_DC_PIV_Drain_Lag_0,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Drain_Lag_0_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Drain_Lag_0; TOPSIN_ET_DC_PIV_Drain_Lag_0,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Drain_Lag_1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Drain_Lag_1; TOPSIN_ET_DC_PIV_Drain_Lag_1,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Drain_Lag_1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Drain_Lag_1; TOPSIN_ET_DC_PIV_Drain_Lag_1,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Drain_Lag_1_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Drain_Lag_1; TOPSIN_ET_DC_PIV_Drain_Lag_1,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Gate_Lag_0,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Gate_Lag_0; TOPSIN_ET_DC_PIV_Gate_Lag_0,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Gate_Lag_0,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Gate_Lag_0; TOPSIN_ET_DC_PIV_Gate_Lag_0,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Gate_Lag_0_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Gate_Lag_0; TOPSIN_ET_DC_PIV_Gate_Lag_0,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Gate_Lag_1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Gate_Lag_1; TOPSIN_ET_DC_PIV_Gate_Lag_1,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Gate_Lag_1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Gate_Lag_1; TOPSIN_ET_DC_PIV_Gate_Lag_1,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Gate_Lag_1_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Gate_Lag_1; TOPSIN_ET_DC_PIV_Gate_Lag_1,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Ids0_QP1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP1; TOPSIN_ET_DC_PIV_Ids0_QP1,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Ids0_QP1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP1; TOPSIN_ET_DC_PIV_Ids0_QP1,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Ids0_QP1_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP1; TOPSIN_ET_DC_PIV_Ids0_QP1,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Ids0_QP2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP2; TOPSIN_ET_DC_PIV_Ids0_QP2,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Ids0_QP2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP2; TOPSIN_ET_DC_PIV_Ids0_QP2,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Ids0_QP2_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP2; TOPSIN_ET_DC_PIV_Ids0_QP2,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Ids0_QP3,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP3; TOPSIN_ET_DC_PIV_Ids0_QP3,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Ids0_QP3,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP3; TOPSIN_ET_DC_PIV_Ids0_QP3,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Ids0_QP3_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids0_QP3; TOPSIN_ET_DC_PIV_Ids0_QP3,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Ids1_QP1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP1; TOPSIN_ET_DC_PIV_Ids1_QP1,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Ids1_QP1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP1; TOPSIN_ET_DC_PIV_Ids1_QP1,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Ids1_QP1_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP1; TOPSIN_ET_DC_PIV_Ids1_QP1,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Ids1_QP2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP2; TOPSIN_ET_DC_PIV_Ids1_QP2,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Ids1_QP2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP2; TOPSIN_ET_DC_PIV_Ids1_QP2,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Ids1_QP2_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP2; TOPSIN_ET_DC_PIV_Ids1_QP2,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_PIV_Ids1_QP3,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP3; TOPSIN_ET_DC_PIV_Ids1_QP3,included,,FIC+TOPSIN,,
STAGE_STD_DC_PIV_Ids1_QP3,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP3; TOPSIN_ET_DC_PIV_Ids1_QP3,included,,FIC+TOPSIN,,
STAGE_DELTA_DC_PIV_Ids1_QP3_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_PIV_Ids1_QP3; TOPSIN_ET_DC_PIV_Ids1_QP3,included,,FIC+TOPSIN,,
STAGE_RANGE_DC_RF_Gm_0,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Gm_0; SIN_ET_DC_RF_Gm_0; THIN_ET_DC_RF_Gm_0; TOPSIN_ET_DC_RF_Gm_0,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Gm_0,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Gm_0; SIN_ET_DC_RF_Gm_0; THIN_ET_DC_RF_Gm_0; TOPSIN_ET_DC_RF_Gm_0,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Gm_m0p2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Gm_m0p2; SIN_ET_DC_RF_Gm_m0p2; THIN_ET_DC_RF_Gm_m0p2; TOPSIN_ET_DC_RF_Gm_m0p2,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Gm_m0p2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Gm_m0p2; SIN_ET_DC_RF_Gm_m0p2; THIN_ET_DC_RF_Gm_m0p2; TOPSIN_ET_DC_RF_Gm_m0p2,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Gm_max; SIN_ET_DC_RF_Gm_max; THIN_ET_DC_RF_Gm_max; TOPSIN_ET_DC_RF_Gm_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Gm_max; SIN_ET_DC_RF_Gm_max; THIN_ET_DC_RF_Gm_max; TOPSIN_ET_DC_RF_Gm_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Id_gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Id_gm_max; SIN_ET_DC_RF_Id_gm_max; THIN_ET_DC_RF_Id_gm_max; TOPSIN_ET_DC_RF_Id_gm_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Id_gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Id_gm_max; SIN_ET_DC_RF_Id_gm_max; THIN_ET_DC_RF_Id_gm_max; TOPSIN_ET_DC_RF_Id_gm_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Ids_m0p2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Ids_m0p2; SIN_ET_DC_RF_Ids_m0p2; THIN_ET_DC_RF_Ids_m0p2; TOPSIN_ET_DC_RF_Ids_m0p2,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Ids_m0p2,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Ids_m0p2; SIN_ET_DC_RF_Ids_m0p2; THIN_ET_DC_RF_Ids_m0p2; TOPSIN_ET_DC_RF_Ids_m0p2,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Idss,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Idss; SIN_ET_DC_RF_Idss; THIN_ET_DC_RF_Idss; TOPSIN_ET_DC_RF_Idss,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Idss,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Idss; SIN_ET_DC_RF_Idss; THIN_ET_DC_RF_Idss; TOPSIN_ET_DC_RF_Idss,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Imax,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Imax; SIN_ET_DC_RF_Imax; THIN_ET_DC_RF_Imax; TOPSIN_ET_DC_RF_Imax,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Imax,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Imax; SIN_ET_DC_RF_Imax; THIN_ET_DC_RF_Imax; TOPSIN_ET_DC_RF_Imax,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_n_gd,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_n_gd; SIN_ET_DC_RF_n_gd; THIN_ET_DC_RF_n_gd; TOPSIN_ET_DC_RF_n_gd,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_n_gd,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_n_gd; SIN_ET_DC_RF_n_gd; THIN_ET_DC_RF_n_gd; TOPSIN_ET_DC_RF_n_gd,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_n_gs,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_n_gs; SIN_ET_DC_RF_n_gs; THIN_ET_DC_RF_n_gs; TOPSIN_ET_DC_RF_n_gs,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_n_gs,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_n_gs; SIN_ET_DC_RF_n_gs; THIN_ET_DC_RF_n_gs; TOPSIN_ET_DC_RF_n_gs,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbgd_0p01,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgd_0p01; SIN_ET_DC_RF_Vbgd_0p01; THIN_ET_DC_RF_Vbgd_0p01; TOPSIN_ET_DC_RF_Vbgd_0p01,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbgd_0p01,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgd_0p01; SIN_ET_DC_RF_Vbgd_0p01; THIN_ET_DC_RF_Vbgd_0p01; TOPSIN_ET_DC_RF_Vbgd_0p01,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbgd_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgd_0p1; SIN_ET_DC_RF_Vbgd_0p1; THIN_ET_DC_RF_Vbgd_0p1; TOPSIN_ET_DC_RF_Vbgd_0p1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbgd_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgd_0p1; SIN_ET_DC_RF_Vbgd_0p1; THIN_ET_DC_RF_Vbgd_0p1; TOPSIN_ET_DC_RF_Vbgd_0p1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbgd1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgd1; SIN_ET_DC_RF_Vbgd1; THIN_ET_DC_RF_Vbgd1; TOPSIN_ET_DC_RF_Vbgd1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbgd1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgd1; SIN_ET_DC_RF_Vbgd1; THIN_ET_DC_RF_Vbgd1; TOPSIN_ET_DC_RF_Vbgd1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbgs_0p01,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgs_0p01; SIN_ET_DC_RF_Vbgs_0p01; THIN_ET_DC_RF_Vbgs_0p01; TOPSIN_ET_DC_RF_Vbgs_0p01,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbgs_0p01,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgs_0p01; SIN_ET_DC_RF_Vbgs_0p01; THIN_ET_DC_RF_Vbgs_0p01; TOPSIN_ET_DC_RF_Vbgs_0p01,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbgs_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgs_0p1; SIN_ET_DC_RF_Vbgs_0p1; THIN_ET_DC_RF_Vbgs_0p1; TOPSIN_ET_DC_RF_Vbgs_0p1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbgs_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgs_0p1; SIN_ET_DC_RF_Vbgs_0p1; THIN_ET_DC_RF_Vbgs_0p1; TOPSIN_ET_DC_RF_Vbgs_0p1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbgs1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgs1; SIN_ET_DC_RF_Vbgs1; THIN_ET_DC_RF_Vbgs1; TOPSIN_ET_DC_RF_Vbgs1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbgs1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbgs1; SIN_ET_DC_RF_Vbgs1; THIN_ET_DC_RF_Vbgs1; TOPSIN_ET_DC_RF_Vbgs1,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbin_gd,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbin_gd; SIN_ET_DC_RF_Vbin_gd; THIN_ET_DC_RF_Vbin_gd; TOPSIN_ET_DC_RF_Vbin_gd,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbin_gd,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbin_gd; SIN_ET_DC_RF_Vbin_gd; THIN_ET_DC_RF_Vbin_gd; TOPSIN_ET_DC_RF_Vbin_gd,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vbin_gs,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbin_gs; SIN_ET_DC_RF_Vbin_gs; THIN_ET_DC_RF_Vbin_gs; TOPSIN_ET_DC_RF_Vbin_gs,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vbin_gs,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vbin_gs; SIN_ET_DC_RF_Vbin_gs; THIN_ET_DC_RF_Vbin_gs; TOPSIN_ET_DC_RF_Vbin_gs,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vboff,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vboff; SIN_ET_DC_RF_Vboff; TOPSIN_ET_DC_RF_Vboff,included,,FIC+SIN+TOPSIN,,
STAGE_STD_DC_RF_Vboff,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vboff; SIN_ET_DC_RF_Vboff; TOPSIN_ET_DC_RF_Vboff,included,,FIC+SIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vdg_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vdg_max; SIN_ET_DC_RF_Vdg_max; THIN_ET_DC_RF_Vdg_max; TOPSIN_ET_DC_RF_Vdg_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vdg_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vdg_max; SIN_ET_DC_RF_Vdg_max; THIN_ET_DC_RF_Vdg_max; TOPSIN_ET_DC_RF_Vdg_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vdg_max_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vdg_max_0p1; SIN_ET_DC_RF_Vdg_max_0p1; TOPSIN_ET_DC_RF_Vdg_max_0p1,included,,FIC+SIN+TOPSIN,,
STAGE_STD_DC_RF_Vdg_max_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vdg_max_0p1; SIN_ET_DC_RF_Vdg_max_0p1; TOPSIN_ET_DC_RF_Vdg_max_0p1,included,,FIC+SIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vdg_max_0p1mA,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vdg_max_0p1mA; SIN_ET_DC_RF_Vdg_max_0p1mA; THIN_ET_DC_RF_Vdg_max_0p1mA,included,,FIC+SIN+THIN,,
STAGE_STD_DC_RF_Vdg_max_0p1mA,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vdg_max_0p1mA; SIN_ET_DC_RF_Vdg_max_0p1mA; THIN_ET_DC_RF_Vdg_max_0p1mA,included,,FIC+SIN+THIN,,
STAGE_RANGE_DC_RF_Vds_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vds_max; SIN_ET_DC_RF_Vds_max; THIN_ET_DC_RF_Vds_max; TOPSIN_ET_DC_RF_Vds_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_STD_DC_RF_Vds_max,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vds_max; SIN_ET_DC_RF_Vds_max; THIN_ET_DC_RF_Vds_max; TOPSIN_ET_DC_RF_Vds_max,included,,FIC+SIN+THIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vds_max_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vds_max_0p1; SIN_ET_DC_RF_Vds_max_0p1; TOPSIN_ET_DC_RF_Vds_max_0p1,included,,FIC+SIN+TOPSIN,,
STAGE_STD_DC_RF_Vds_max_0p1,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vds_max_0p1; SIN_ET_DC_RF_Vds_max_0p1; TOPSIN_ET_DC_RF_Vds_max_0p1,included,,FIC+SIN+TOPSIN,,
STAGE_RANGE_DC_RF_Vds_max_0p1mA,"engineered feature (derived, cross-stage)",no,FIC_ET_DC_RF_Vds_max_0p1mA; SIN_ET_DC_RF_Vds_max_0p1mA; THIN_ET_DC_RF_Vds_max_0p1mA,included,,FIC+SIN+THIN,,
